"Model.Technique","SplitRatio","Threshold","Training.AUC","Test.AUC","TrainingSet.Accuracy","TestSet.Accuracy","Next.Variable","Prediction.Formula"
"glm",0.999,0.5,0.673757599773066,1,0.625697318697139,1,"Q124122","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q124122"
"glm",0.6,0.5,0.68510219944394,0.652155102569921,0.6317051243632,0.606469002695418,"Q106042","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q106042"
"glm",0.8,0.5,0.676385948459139,0.661329682081862,0.626741573033708,0.611859838274933,"Q106042","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q106042"
"glm",0.999,0.5,0.673643065281022,1,0.626956991182293,1,"Q106042","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q106042"
"glm",0.6,0.5,0.684981966924702,0.652845383543442,0.6317051243632,0.608715184186882,"Q118237","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q118237"
"glm",0.8,0.5,0.676524818511034,0.661647276144796,0.629887640449438,0.609164420485175,"Q118237","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q118237"
"glm",0.999,0.5,0.673752009553816,1,0.627496850818787,1,"Q118237","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q118237"
"glm",0.6,0.5,0.685712374972602,0.652011294033769,0.639196883428229,0.604222821203953,"Q96024","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q96024"
"glm",0.8,0.5,0.676876656430826,0.661055838221474,0.632808988764045,0.610961365678347,"Q96024","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q96024"
"glm",0.999,0.5,0.673984523673021,1,0.625517365484974,1,"Q96024","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q96024"
"glm",0.6,0.5,0.685121847636736,0.651167077162396,0.632004794725802,0.607367475292004,"Q108855","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q108855"
"glm",0.8,0.5,0.676362026318812,0.661436627021422,0.628089887640449,0.613656783468104,"Q108855","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q108855"
"glm",0.999,0.5,0.673637995082169,1,0.624077739787655,1,"Q108855","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q108855"
"glm",0.6,0.5,0.684963220025152,0.652795962018344,0.6317051243632,0.610961365678347,"Q111848","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q111848"
"glm",0.8,0.5,0.67641899344959,0.661391256441001,0.62876404494382,0.613656783468104,"Q111848","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q111848"
"glm",0.999,0.5,0.673648590497721,1,0.627676804030952,1,"Q111848","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q111848"
"glm",0.6,0.5,0.685221710928577,0.652836066370678,0.630806113275397,0.608715184186882,"Q114386","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q114386"
"glm",0.8,0.5,0.676944672346755,0.661276209612081,0.633483146067416,0.613656783468104,"Q114386","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q114386"
"glm",0.999,0.5,0.673897615264472,1,0.629116429728271,1,"Q114386","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q114386"
"glm",0.6,0.5,0.684936361486369,0.652713727841333,0.632304465088403,0.606918238993711,"Q122769","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q122769"
"glm",0.8,0.5,0.676473325090329,0.660952134037658,0.626516853932584,0.61455525606469,"Q122769","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q122769"
"glm",0.999,0.5,0.673626554633475,1,0.627136944394457,1,"Q122769","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q122769"
"glm",0.6,0.5,0.685206208684717,0.653312052370613,0.6317051243632,0.608715184186882,"Q106997","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q106997"
"glm",0.8,0.5,0.676791003004662,0.662938717308877,0.627640449438202,0.606469002695418,"Q106997","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q106997"
"glm",0.999,0.5,0.674126879256207,1,0.624077739787655,1,"Q106997","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q106997"
"glm",0.6,0.5,0.685176285748895,0.652292024500113,0.633503146538807,0.608715184186882,"Q118892","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q118892"
"glm",0.8,0.5,0.676956937511923,0.660436853874323,0.629662921348315,0.610961365678347,"Q118892","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q118892"
"glm",0.999,0.5,0.673738294015893,1,0.628216663667446,1,"Q118892","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q118892"
"glm",0.6,0.5,0.685033881415766,0.652610023657519,0.63410248726401,0.610062893081761,"Q98578","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q98578"
"glm",0.8,0.5,0.676434096834795,0.661755841462229,0.628988764044944,0.613656783468104,"Q98578","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q98578"
"glm",0.999,0.5,0.67369428728995,1,0.626057225121468,1,"Q98578","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q98578"
"glm",0.6,0.5,0.685005941325089,0.652708866707717,0.630806113275397,0.607816711590296,"Q116797","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q116797"
"glm",0.8,0.5,0.676380373384067,0.661799591664776,0.627640449438202,0.611859838274933,"Q116797","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q116797"
"glm",0.999,0.5,0.673643065281021,1,0.625517365484974,1,"Q116797","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q116797"
"glm",0.6,0.5,0.685360149571417,0.650895663868814,0.634701827989212,0.604672057502246,"Q107869","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q107869"
"glm",0.8,0.5,0.676496233580642,0.661020189908286,0.627865168539326,0.611859838274933,"Q107869","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q107869"
"glm",0.999,0.5,0.67362837470486,1,0.626777037970128,1,"Q107869","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q107869"
"glm",0.6,0.5,0.68504433641744,0.652812975986,0.633802816901408,0.606019766397125,"Q120014","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q120014"
"glm",0.8,0.5,0.676694807618351,0.661538710827365,0.631011235955056,0.610961365678347,"Q120014","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q120014"
"glm",0.999,0.5,0.673822147304619,1,0.627856757243117,1,"Q120014","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q120014"
"glm",0.6,0.5,0.685357625950325,0.652770441066855,0.629307761462391,0.606918238993711,"Q102906","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q102906"
"glm",0.8,0.5,0.676977413242203,0.660130602456493,0.626966292134831,0.607367475292004,"Q102906","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q102906"
"glm",0.999,0.5,0.673774955453757,1,0.625877271909304,1,"Q102906","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q102906"
"glm",0.6,0.5,0.684933657606626,0.652693068023464,0.631405454000599,0.608265947888589,"Q117186","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q117186"
"glm",0.8,0.5,0.676428420394716,0.661561396117575,0.627640449438202,0.616352201257862,"Q117186","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q117186"
"glm",0.999,0.5,0.673669781328826,1,0.625877271909304,1,"Q117186","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q117186"
"glm",0.6,0.5,0.685671456259157,0.651523560294262,0.634402157626611,0.605570530098832,"Q118117","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q118117"
"glm",0.8,0.5,0.676577325581749,0.661469034578863,0.630561797752809,0.617250673854447,"Q118117","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q118117"
"glm",0.999,0.5,0.673671796407856,1,0.627496850818787,1,"Q118117","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q118117"
"glm",0.6,0.5,0.685005400549138,0.652819862591956,0.632604135451004,0.606019766397125,"Q111580","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q111580"
"glm",0.8,0.5,0.676590908491932,0.661446349288655,0.626516853932584,0.616352201257862,"Q111580","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q111580"
"glm",0.999,0.5,0.673702932629018,1,0.625337412272809,1,"Q111580","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q111580"
"glm",0.6,0.5,0.685038568140653,0.652091097643971,0.632903805813605,0.608265947888589,"Q100680","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q100680"
"glm",0.8,0.5,0.676327359488342,0.66190977736008,0.628314606741573,0.615453728661276,"Q100680","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q100680"
"glm",0.999,0.5,0.673731533750754,1,0.625337412272809,1,"Q100680","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q100680"
"glm",0.6,0.5,0.685804667401162,0.652486874939236,0.635301168714414,0.608715184186882,"Q100689","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q100689"
"glm",0.8,0.5,0.677055058833261,0.661750980328613,0.626966292134831,0.610961365678347,"Q100689","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q100689"
"glm",0.999,0.5,0.674156325411085,1,0.631095915062084,1,"Q100689","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q100689"
"glm",0.6,0.5,0.685270921539899,0.651653595618497,0.63679952052742,0.612758310871518,"Q106389","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q106389"
"glm",0.8,0.5,0.67675491706417,0.660156528502447,0.631910112359551,0.609164420485175,"Q106389","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q106389"
"glm",0.999,0.5,0.67359015320581,1,0.627136944394457,1,"Q106389","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q106389"
"glm",0.6,0.5,0.685118602981045,0.653742262695663,0.632604135451004,0.612309074573225,"Q116197","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q116197"
"glm",0.8,0.5,0.677105741333952,0.66219982499919,0.631685393258427,0.615453728661276,"Q116197","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q116197"
"glm",0.999,0.5,0.674012539771813,1,0.629656289364765,1,"Q116197","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q116197"
"glm",0.6,0.5,0.686239811781129,0.650440337686748,0.635600839077015,0.605570530098832,"Q124742","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q124742"
"glm",0.8,0.5,0.676831751735217,0.661339404349094,0.629438202247191,0.612758310871518,"Q124742","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q124742"
"glm",0.999,0.5,0.673761304918382,1,0.626057225121468,1,"Q124742","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q124742"
"glm",0.6,0.5,0.687506669570031,0.653655572479503,0.643092598142044,0.606019766397125,"Q116881","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q116881"
"glm",0.8,0.5,0.678502145592984,0.663304922707976,0.63438202247191,0.604672057502246,"Q116881","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q116881"
"glm",0.999,0.5,0.675467491835032,1,0.629116429728271,1,"Q116881","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q116881"
"glm",0.6,0.5,0.68514383919198,0.652711702368992,0.6317051243632,0.610512129380054,"Q108950","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q108950"
"glm",0.8,0.5,0.676460249005151,0.661671581812878,0.629213483146067,0.609164420485175,"Q108950","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q108950"
"glm",0.999,0.5,0.673672316428252,1,0.627496850818787,1,"Q108950","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q108950"
"glm",0.6,0.5,0.685341582930514,0.653234274232749,0.630506442912796,0.610512129380054,"Q118233","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q118233"
"glm",0.8,0.5,0.677000220367511,0.662682697605082,0.627640449438202,0.607367475292004,"Q118233","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q118233"
"glm",0.999,0.5,0.674086317665383,1,0.625157459060644,1,"Q118233","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q118233"
"glm",0.6,0.5,0.684911485792734,0.652792316168131,0.632304465088403,0.608715184186882,"Q101162","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q101162"
"glm",0.8,0.5,0.676176325636282,0.662250056713225,0.628314606741573,0.613656783468104,"Q101162","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q101162"
"glm",0.999,0.5,0.673550956668521,1,0.626417131545798,1,"Q101162","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q101162"
"glm",0.6,0.5,0.685014954257565,0.65247998833328,0.633203476176206,0.608265947888589,"Q109367","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q109367"
"glm",0.8,0.5,0.676409870599465,0.661653757656285,0.628988764044944,0.616352201257862,"Q109367","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q109367"
"glm",0.999,0.5,0.673654830742465,1,0.626597084757963,1,"Q109367","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q109367"
"glm",0.6,0.5,0.68509408780471,0.652301746767348,0.6317051243632,0.607367475292004,"Q114517","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q114517"
"glm",0.8,0.5,0.676436428229827,0.661627831610331,0.627865168539326,0.613656783468104,"Q114517","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q114517"
"glm",0.999,0.5,0.673596393450555,1,0.625517365484974,1,"Q114517","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q114517"
"glm",0.6,0.5,0.685597189695551,0.651718410733382,0.6317051243632,0.60377358490566,"Q108342","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q108342"
"glm",0.8,0.5,0.676537793231211,0.662128528372815,0.629213483146067,0.610062893081761,"Q108342","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q108342"
"glm",0.999,0.5,0.6737755404767,1,0.625697318697139,1,"Q108342","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q108342"
"glm",0.6,0.5,0.685781594294022,0.653199841202968,0.632604135451004,0.611859838274933,"Q98869","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q98869"
"glm",0.8,0.5,0.677109998664009,0.662416955634054,0.633033707865169,0.611859838274933,"Q98869","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q98869"
"glm",0.999,0.5,0.674310576460812,1,0.629116429728271,1,"Q98869","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q98869"
"glm",0.6,0.5,0.685919131643612,0.651129403376869,0.634402157626611,0.606918238993711,"Q108856","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q108856"
"glm",0.8,0.5,0.676789989354647,0.659979907314386,0.63123595505618,0.612758310871518,"Q108856","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q108856"
"glm",0.999,0.5,0.673775735484347,1,0.627496850818787,1,"Q108856","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q108856"
"glm",0.6,0.5,0.685312561287941,0.65299810415789,0.630806113275397,0.609164420485175,"Q101596","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q101596"
"glm",0.8,0.5,0.676779650124508,0.662133389506434,0.629662921348315,0.609164420485175,"Q101596","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q101596"
"glm",0.999,0.5,0.67380147649391,1,0.627676804030952,1,"Q101596","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q101596"
"glm",0.6,0.5,0.685937698284515,0.654500599539813,0.634701827989212,0.608265947888589,"Q99480","Party ~ YOB + Income + EducationLevel + Q109244 + HouseholdStatus + Q115611 + Q113181 + Q98197 + Q101163 + Q99480"
